machine_id,cycle,health_score,status,timestamp,temperature_celsius,vibration_hz,pressure_psi,rotation_rpm
MACHINE-001,27,98.70934327465238,Healthy,2025-10-21T11:33:07.566847Z,79.37,49.58,101.36,1462.39
MACHINE-001,28,98.66899912501398,Healthy,2025-10-21T11:33:07.566847Z,78.74,41.03,97.46,1574.87
MACHINE-001,29,98.61512208308177,Healthy,2025-10-21T11:33:07.566847Z,80.44,61.52,94.56,1499.88
MACHINE-001,30,98.56914675718534,Healthy,2025-10-21T11:33:07.566847Z,78.61,55.27,102.54,1532.12
MACHINE-001,31,98.5279692675629,Healthy,2025-10-21T11:33:07.566847Z,78.48,56.79,101.31,1439.83
MACHINE-001,32,98.48701271140668,Healthy,2025-10-21T11:33:07.566847Z,75.92,47.11,100.65,1509.82
MACHINE-001,33,98.42951658675838,Healthy,2025-10-21T11:33:07.566847Z,81.1,52.06,106.05,1452.17
MACHINE-001,34,98.3843844637441,Healthy,2025-10-21T11:33:07.566847Z,80.75,49.27,105.48,1504.4
MACHINE-001,35,98.34433165031379,Healthy,2025-10-21T11:33:07.566847Z,83.36,49.97,96.27,1426.07
MACHINE-001,36,98.28496900147911,Healthy,2025-10-21T11:33:07.566847Z,81.51,53.76,102.94,1526.06
MACHINE-001,37,98.24372736037934,Healthy,2025-10-21T11:33:07.566847Z,82.94,46.66,101.02,1560.23
MACHINE-001,38,98.20324721346373,Healthy,2025-10-21T11:33:07.566847Z,80.54,48.78,103.01,1550.88
MACHINE-001,39,98.14379951321722,Healthy,2025-10-21T11:33:07.566847Z,80.39,58.44,103.72,1398.79
MACHINE-001,40,98.08869011774017,Healthy,2025-10-21T11:33:07.566847Z,78.58,56.16,97.14,1476.13
MACHINE-001,41,98.03364824510254,Healthy,2025-10-21T11:33:07.566847Z,80.01,49.85,99.58,1549.13
MACHINE-001,42,97.98086823104256,Healthy,2025-10-21T11:33:07.566847Z,79.16,55.11,100.53,1521.97
MACHINE-001,43,97.92205630242726,Healthy,2025-10-21T11:33:07.566847Z,80.54,54.16,99.38,1523.89
MACHINE-001,44,97.87258725896169,Healthy,2025-10-21T11:33:07.566847Z,79.73,60.96,96.0,1467.3
MACHINE-001,45,97.8179637260133,Healthy,2025-10-21T11:33:07.566847Z,82.29,46.0,98.48,1390.24
MACHINE-001,46,97.76680113922993,Healthy,2025-10-21T11:33:07.566847Z,84.12,55.39,98.43,1569.67
MACHINE-001,47,97.719192112512,Healthy,2025-10-21T11:33:07.566847Z,74.31,57.77,96.53,1426.32
MACHINE-001,48,97.66156704982177,Healthy,2025-10-21T11:33:07.566847Z,79.28,56.92,101.49,1473.81
MACHINE-001,49,97.62130109656572,Healthy,2025-10-21T11:33:07.566847Z,78.74,50.52,101.76,1530.42
MACHINE-001,50,97.57598423188122,Healthy,2025-10-21T11:33:07.566847Z,82.59,46.55,95.09,1509.23
MACHINE-001,51,97.53553494361084,Healthy,2025-10-21T11:33:07.566847Z,78.66,48.77,95.98,1518.96
MACHINE-001,52,97.48230262732972,Healthy,2025-10-21T11:33:07.566847Z,81.18,46.34,101.01,1484.48
MACHINE-001,53,97.42385759442594,Healthy,2025-10-21T11:33:07.566847Z,77.85,56.76,100.48,1521.49
MACHINE-001,54,97.3739837765108,Healthy,2025-10-21T11:33:07.566847Z,83.03,53.52,97.6,1489.77
MACHINE-001,55,97.31775310200959,Healthy,2025-10-21T11:33:07.566847Z,82.88,58.82,103.08,1400.24
MACHINE-001,56,97.26676667870267,Healthy,2025-10-21T11:33:07.566847Z,81.43,52.62,104.56,1481.72
MACHINE-001,57,97.2256092150139,Healthy,2025-10-21T11:33:07.566847Z,79.12,58.45,104.08,1539.22
MACHINE-001,58,97.17853070069359,Healthy,2025-10-21T11:33:07.566847Z,77.27,50.28,99.48,1480.51
MACHINE-001,59,97.12098817866307,Healthy,2025-10-21T11:33:07.566847Z,81.11,44.44,99.0,1477.29
MACHINE-001,60,97.06198748095848,Healthy,2025-10-21T11:33:07.566847Z,79.76,60.97,97.55,1509.16
MACHINE-001,61,97.01154623177216,Healthy,2025-10-21T11:33:07.566847Z,81.74,54.67,98.06,1341.89
MACHINE-001,62,96.96924322017273,Healthy,2025-10-21T11:33:07.566847Z,82.21,48.04,98.95,1430.79
MACHINE-001,63,96.92879670049427,Healthy,2025-10-21T11:33:07.566847Z,78.74,59.23,104.12,1461.11
MACHINE-001,64,96.88148602713501,Healthy,2025-10-21T11:33:07.566847Z,81.0,54.16,100.14,1561.54
MACHINE-001,65,96.83439783366707,Healthy,2025-10-21T11:33:07.566847Z,78.22,53.35,100.76,1514.06
MACHINE-001,66,96.78677245921807,Healthy,2025-10-21T11:33:07.566847Z,81.8,50.28,100.17,1517.21
MACHINE-001,67,96.73918778284023,Healthy,2025-10-21T11:33:07.566847Z,78.48,53.42,103.39,1510.75
MACHINE-001,68,96.69458342140445,Healthy,2025-10-21T11:33:07.566847Z,81.72,50.25,97.62,1539.07
MACHINE-001,69,96.64648206608324,Healthy,2025-10-21T11:33:07.566847Z,83.01,52.77,103.55,1529.62
MACHINE-001,70,96.60076239777817,Healthy,2025-10-21T11:33:07.566847Z,82.57,54.49,99.87,1478.15
MACHINE-001,71,96.54216125510254,Healthy,2025-10-21T11:33:07.566847Z,80.82,46.0,92.18,1451.77
MACHINE-001,72,96.48811777117301,Healthy,2025-10-21T11:33:07.566847Z,83.42,53.92,97.97,1468.32
MACHINE-001,73,96.44312923030532,Healthy,2025-10-21T11:33:07.566847Z,82.99,48.74,99.67,1451.62
MACHINE-001,74,96.38356122586144,Healthy,2025-10-21T11:33:07.566847Z,79.54,54.36,102.27,1504.46
MACHINE-001,75,96.32746618326019,Healthy,2025-10-21T11:33:07.566847Z,82.19,50.86,100.02,1536.07
MACHINE-001,76,96.283334998938,Healthy,2025-10-21T11:33:07.566847Z,80.97,51.08,102.51,1517.09
MACHINE-001,77,96.23131751444299,Healthy,2025-10-21T11:33:07.566847Z,82.85,58.41,104.68,1605.67
MACHINE-001,78,96.1909224243684,Healthy,2025-10-21T11:33:07.566847Z,82.93,53.36,98.25,1500.73
MACHINE-001,79,96.14702364522287,Healthy,2025-10-21T11:33:07.566847Z,79.42,52.57,97.41,1522.37
MACHINE-001,80,96.08941558337908,Healthy,2025-10-21T11:33:07.566847Z,79.78,52.56,97.56,1462.31
MACHINE-001,81,96.04930112077257,Healthy,2025-10-21T11:33:07.566847Z,84.19,47.32,98.72,1463.0
MACHINE-001,82,96.0044557982632,Healthy,2025-10-21T11:33:07.566847Z,77.94,61.95,98.19,1492.86
MACHINE-001,83,95.95535471885755,Healthy,2025-10-21T11:33:07.567855Z,84.39,52.09,97.3,1571.72
MACHINE-001,84,95.91467992391576,Healthy,2025-10-21T11:33:07.567855Z,79.84,49.12,102.38,1463.18
MACHINE-001,85,95.8555615164495,Healthy,2025-10-21T11:33:07.567855Z,82.12,56.86,99.44,1444.02
MACHINE-001,86,95.81066186147088,Healthy,2025-10-21T11:33:07.567855Z,81.76,57.25,98.77,1490.98
MACHINE-001,87,95.76830576471656,Healthy,2025-10-21T11:33:07.567855Z,75.44,62.07,97.91,1592.69
MACHINE-001,88,95.71909777269859,Healthy,2025-10-21T11:33:07.567855Z,79.67,49.02,95.79,1419.67
MACHINE-001,89,95.67901481381736,Healthy,2025-10-21T11:33:07.567855Z,85.3,62.25,101.41,1576.53
MACHINE-001,90,95.62951903316916,Healthy,2025-10-21T11:33:07.567855Z,80.45,58.23,96.44,1498.55
MACHINE-001,91,95.57634939686196,Healthy,2025-10-21T11:33:07.567855Z,78.09,50.43,101.76,1556.5
MACHINE-001,92,95.53178061155137,Healthy,2025-10-21T11:33:07.567855Z,79.16,49.74,101.96,1578.81
MACHINE-001,93,95.47304611481363,Healthy,2025-10-21T11:33:07.567855Z,80.01,56.26,101.4,1600.99
MACHINE-001,94,95.4317559466088,Healthy,2025-10-21T11:33:07.567855Z,79.87,56.93,103.33,1624.2
MACHINE-001,95,95.37197277544567,Healthy,2025-10-21T11:33:07.567855Z,82.61,49.39,100.48,1453.77
MACHINE-001,96,95.32140110084701,Healthy,2025-10-21T11:33:07.567855Z,81.6,51.56,95.86,1498.97
MACHINE-001,97,95.27089896940764,Healthy,2025-10-21T11:33:07.567855Z,82.54,50.92,98.51,1508.17
MACHINE-001,98,95.21612629912816,Healthy,2025-10-21T11:33:07.567855Z,83.1,51.82,93.84,1538.78
MACHINE-001,99,95.1745544581887,Healthy,2025-10-21T11:33:07.567855Z,80.0,56.8,98.88,1500.05
MACHINE-001,100,95.1169496387324,Healthy,2025-10-21T11:33:07.567855Z,81.54,49.95,104.85,1467.0
MACHINE-001,101,95.07121911680244,Healthy,2025-10-21T11:33:07.567855Z,77.7,53.7,102.63,1452.2
MACHINE-001,102,95.02492451635108,Healthy,2025-10-21T11:33:07.567855Z,80.24,61.48,97.79,1588.51
MACHINE-001,103,94.97892141880298,Healthy,2025-10-21T11:33:07.567855Z,80.31,55.82,92.54,1440.12
MACHINE-001,104,94.92803982836936,Healthy,2025-10-21T11:33:07.567855Z,80.17,49.46,98.62,1509.66
MACHINE-001,105,94.87182802907616,Healthy,2025-10-21T11:33:07.567855Z,78.84,62.48,96.26,1600.78
MACHINE-001,106,94.82123049461072,Healthy,2025-10-21T11:33:07.567855Z,80.12,63.11,95.82,1412.97
MACHINE-001,107,94.76436935072076,Healthy,2025-10-21T11:33:07.567855Z,81.24,52.82,96.96,1423.82
MACHINE-001,108,94.71113433896156,Healthy,2025-10-21T11:33:07.567855Z,83.61,57.78,98.76,1568.99
MACHINE-001,109,94.66535505178223,Healthy,2025-10-21T11:33:07.567855Z,82.11,63.84,90.42,1566.86
MACHINE-001,110,94.6068151085241,Healthy,2025-10-21T11:33:07.567855Z,82.01,56.73,95.58,1572.44
MACHINE-001,111,94.55539784491299,Healthy,2025-10-21T11:33:07.567855Z,82.94,66.7,98.1,1554.16
MACHINE-001,112,94.50980975559568,Healthy,2025-10-21T11:33:07.567855Z,81.78,54.96,97.64,1477.51
MACHINE-001,113,94.4515591282658,Healthy,2025-10-21T11:33:07.567855Z,82.41,53.94,93.67,1509.01
MACHINE-001,114,94.4000451677365,Healthy,2025-10-21T11:33:07.567855Z,81.27,63.78,94.99,1427.88
MACHINE-001,115,94.35394221913803,Healthy,2025-10-21T11:33:07.567855Z,82.6,60.82,103.5,1481.24
MACHINE-001,116,94.30268247124633,Healthy,2025-10-21T11:33:07.567855Z,80.19,51.25,96.0,1492.42
MACHINE-001,117,94.26133989284561,Healthy,2025-10-21T11:33:07.567855Z,82.15,64.06,94.53,1563.34
MACHINE-001,118,94.20655248239588,Healthy,2025-10-21T11:33:07.567855Z,83.8,51.83,91.57,1570.61
MACHINE-001,119,94.15297062278054,Healthy,2025-10-21T11:33:07.567855Z,77.87,51.07,96.97,1560.02
MACHINE-001,120,94.09573101286131,Healthy,2025-10-21T11:33:07.567855Z,80.0,55.96,96.48,1473.46
MACHINE-001,121,94.04661946020066,Healthy,2025-10-21T11:33:07.567855Z,78.41,61.57,98.07,1410.14
MACHINE-001,122,93.99727576362378,Healthy,2025-10-21T11:33:07.567855Z,82.08,53.01,99.96,1488.76
MACHINE-001,123,93.9567654059491,Healthy,2025-10-21T11:33:07.567855Z,83.84,48.86,97.96,1398.37
MACHINE-001,124,93.89986455348257,Healthy,2025-10-21T11:33:07.567855Z,82.59,48.46,100.19,1547.69
MACHINE-001,125,93.84403616163625,Healthy,2025-10-21T11:33:07.567855Z,81.45,50.43,98.21,1588.81
MACHINE-001,126,93.80049676444898,Healthy,2025-10-21T11:33:07.567855Z,78.35,60.48,97.21,1472.89
MACHINE-001,127,93.74194940410707,Healthy,2025-10-21T11:33:07.567855Z,81.81,48.39,96.62,1494.33
MACHINE-001,128,93.68682514593014,Healthy,2025-10-21T11:33:07.567855Z,77.03,55.82,102.38,1447.96
MACHINE-001,129,93.63820830343185,Healthy,2025-10-21T11:33:07.567855Z,81.25,47.54,96.92,1464.17
MACHINE-001,130,93.58114313320512,Healthy,2025-10-21T11:33:07.567855Z,82.88,61.28,100.62,1452.86
MACHINE-001,131,93.5225693516391,Healthy,2025-10-21T11:33:07.567855Z,84.01,62.88,94.37,1562.13
MACHINE-001,132,93.48017357065761,Healthy,2025-10-21T11:33:07.567855Z,81.61,62.0,99.32,1481.96
MACHINE-001,133,93.42619160493,Healthy,2025-10-21T11:33:07.567855Z,84.92,52.48,98.66,1551.93
MACHINE-001,134,93.37271192441528,Healthy,2025-10-21T11:33:07.567855Z,79.75,57.59,101.04,1495.19
MACHINE-001,135,93.33135166825657,Healthy,2025-10-21T11:33:07.567855Z,82.63,57.25,96.5,1443.66
MACHINE-001,136,93.28669636820854,Healthy,2025-10-21T11:33:07.567855Z,82.52,51.15,95.12,1484.35
MACHINE-001,137,93.23691024364369,Healthy,2025-10-21T11:33:07.567855Z,80.13,57.0,98.93,1481.25
MACHINE-001,138,93.18393867298013,Healthy,2025-10-21T11:33:07.567855Z,79.06,53.53,93.37,1490.61
MACHINE-001,139,93.1321868457882,Healthy,2025-10-21T11:33:07.567855Z,81.21,50.3,95.98,1480.16
MACHINE-001,140,93.07224210984616,Healthy,2025-10-21T11:33:07.567855Z,81.07,55.34,100.54,1529.36
MACHINE-001,141,93.01442164039932,Healthy,2025-10-21T11:33:07.567855Z,83.87,55.37,99.04,1417.4
MACHINE-001,142,92.96941950453323,Healthy,2025-10-21T11:33:07.567855Z,80.0,60.83,93.97,1477.86
MACHINE-001,143,92.92523922590412,Healthy,2025-10-21T11:33:07.567855Z,82.58,62.87,93.27,1474.86
MACHINE-001,144,92.87004453537763,Healthy,2025-10-21T11:33:07.567855Z,77.4,60.17,97.5,1460.93
MACHINE-001,145,92.82425801676263,Healthy,2025-10-21T11:33:07.567855Z,84.03,48.42,94.62,1485.97
MACHINE-001,146,92.78226666725791,Healthy,2025-10-21T11:33:07.567855Z,84.06,51.69,93.48,1480.71
MACHINE-001,147,92.72955100203598,Healthy,2025-10-21T11:33:07.568853Z,80.62,58.91,94.12,1489.44
MACHINE-001,148,92.68708830276907,Healthy,2025-10-21T11:33:07.568853Z,84.1,48.2,95.29,1492.23
MACHINE-001,149,92.63042125608735,Healthy,2025-10-21T11:33:07.568853Z,81.53,52.36,96.6,1488.68
MACHINE-001,150,92.58723096755038,Healthy,2025-10-21T11:33:07.568853Z,80.96,54.33,96.9,1500.37
MACHINE-001,151,92.54120392817806,Healthy,2025-10-21T11:33:07.568853Z,78.13,67.73,97.21,1458.58
MACHINE-001,152,92.48282425601417,Healthy,2025-10-21T11:33:07.568853Z,81.75,61.24,98.66,1535.59
MACHINE-001,153,92.43093618392912,Healthy,2025-10-21T11:33:07.568853Z,85.34,57.17,92.9,1559.38
MACHINE-001,154,92.38393481652678,Healthy,2025-10-21T11:33:07.568853Z,81.1,63.37,95.2,1500.93
MACHINE-001,155,92.32783735171377,Healthy,2025-10-21T11:33:07.568853Z,84.66,59.87,98.71,1449.64
MACHINE-001,156,92.28182889444146,Healthy,2025-10-21T11:33:07.568853Z,81.67,54.9,97.11,1463.07
MACHINE-001,157,92.22770880780384,Healthy,2025-10-21T11:33:07.568853Z,80.97,52.85,95.52,1529.17
MACHINE-001,158,92.16789663465518,Healthy,2025-10-21T11:33:07.568853Z,83.41,50.87,99.62,1539.27
MACHINE-001,159,92.11096625223679,Healthy,2025-10-21T11:33:07.568853Z,79.75,56.82,91.7,1520.82
MACHINE-001,160,92.06110015434734,Healthy,2025-10-21T11:33:07.568853Z,84.37,56.4,97.89,1487.79
MACHINE-001,161,92.00789111714313,Healthy,2025-10-21T11:33:07.568853Z,84.4,60.69,93.54,1461.58
MACHINE-001,162,91.9642510225811,Healthy,2025-10-21T11:33:07.568853Z,77.79,50.81,91.99,1440.13
MACHINE-001,163,91.92305852074757,Healthy,2025-10-21T11:33:07.568853Z,83.01,65.14,96.44,1487.71
MACHINE-001,164,91.87575500960463,Healthy,2025-10-21T11:33:07.568853Z,77.67,58.82,91.69,1547.15
MACHINE-001,165,91.82604904868569,Healthy,2025-10-21T11:33:07.568853Z,83.75,60.91,93.91,1524.66
MACHINE-001,166,91.77092769414845,Healthy,2025-10-21T11:33:07.568853Z,81.89,61.56,95.47,1543.73
MACHINE-001,167,91.71592689980017,Healthy,2025-10-21T11:33:07.568853Z,84.49,53.83,98.09,1504.48
MACHINE-001,168,91.67516931139622,Healthy,2025-10-21T11:33:07.568853Z,81.1,46.5,97.41,1377.04
MACHINE-001,169,91.6213109773297,Healthy,2025-10-21T11:33:07.568853Z,82.26,54.38,99.9,1487.81
MACHINE-001,170,91.56579566554421,Healthy,2025-10-21T11:33:07.568853Z,79.02,71.49,96.57,1473.81
MACHINE-001,171,91.51831868001223,Healthy,2025-10-21T11:33:07.568853Z,81.49,56.1,92.13,1517.7
MACHINE-001,172,91.46638403981177,Healthy,2025-10-21T11:33:07.568853Z,82.43,56.67,93.61,1442.06
MACHINE-001,173,91.4147893977888,Healthy,2025-10-21T11:33:07.568853Z,78.43,61.82,94.56,1426.34
MACHINE-001,174,91.37439795053974,Healthy,2025-10-21T11:33:07.568853Z,79.89,63.27,98.49,1458.48
MACHINE-001,175,91.32423075857318,Healthy,2025-10-21T11:33:07.568853Z,82.48,61.15,94.83,1371.89
MACHINE-001,176,91.26720895327699,Healthy,2025-10-21T11:33:07.568853Z,84.46,65.66,100.38,1421.23
MACHINE-001,177,91.20884368189765,Healthy,2025-10-21T11:33:07.568853Z,80.86,62.67,93.94,1442.64
MACHINE-001,178,91.16785263226797,Healthy,2025-10-21T11:33:07.568853Z,77.17,56.53,95.63,1441.89
MACHINE-001,179,91.11389270774214,Healthy,2025-10-21T11:33:07.568853Z,86.11,59.63,97.49,1487.07
MACHINE-001,180,91.05812844766851,Healthy,2025-10-21T11:33:07.568853Z,80.25,58.71,94.41,1499.6
MACHINE-001,181,91.01089904810597,Healthy,2025-10-21T11:33:07.568853Z,80.38,58.01,99.27,1528.93
MACHINE-001,182,90.96771476163609,Healthy,2025-10-21T11:33:07.569856Z,81.57,58.71,95.69,1512.98
MACHINE-001,183,90.91228722938465,Healthy,2025-10-21T11:33:07.569856Z,87.25,60.75,92.13,1522.74
MACHINE-001,184,90.8689133252532,Healthy,2025-10-21T11:33:07.569856Z,82.38,56.65,94.05,1563.44
MACHINE-001,185,90.81635984204287,Healthy,2025-10-21T11:33:07.569856Z,82.1,52.08,96.24,1451.1
MACHINE-001,186,90.7591881343248,Healthy,2025-10-21T11:33:07.569856Z,80.48,57.35,97.76,1433.02
MACHINE-001,187,90.70272104058462,Healthy,2025-10-21T11:33:07.569856Z,81.82,60.19,88.51,1385.46
MACHINE-001,188,90.6500295894546,Healthy,2025-10-21T11:33:07.569856Z,79.59,57.95,99.82,1471.62
MACHINE-001,189,90.59342065616,Healthy,2025-10-21T11:33:07.569856Z,82.07,58.75,99.66,1469.36
MACHINE-001,190,90.55334429206124,Healthy,2025-10-21T11:33:07.569856Z,83.27,56.47,95.16,1404.02
MACHINE-001,191,90.50909472792588,Healthy,2025-10-21T11:33:07.569856Z,81.18,63.26,98.1,1473.08
MACHINE-001,192,90.46539631037771,Healthy,2025-10-21T11:33:07.569856Z,82.19,51.64,95.71,1392.61
MACHINE-001,193,90.42415807323552,Healthy,2025-10-21T11:33:07.569856Z,81.93,58.47,93.12,1516.02
MACHINE-001,194,90.37613864694875,Healthy,2025-10-21T11:33:07.569856Z,84.66,61.84,94.96,1469.22
MACHINE-001,195,90.32046030781352,Healthy,2025-10-21T11:33:07.569856Z,81.49,64.38,101.17,1452.32
MACHINE-001,196,90.26710189112777,Healthy,2025-10-21T11:33:07.569856Z,84.25,57.98,98.85,1461.43
MACHINE-001,197,90.21131561068033,Healthy,2025-10-21T11:33:07.569856Z,82.76,59.32,95.22,1416.91
MACHINE-001,198,90.15546924639347,Healthy,2025-10-21T11:33:07.569856Z,80.4,57.87,96.57,1577.89
MACHINE-001,199,90.11284040456758,Healthy,2025-10-21T11:33:07.569856Z,81.12,65.78,98.77,1544.43
MACHINE-001,200,90.05678749324352,Healthy,2025-10-21T11:33:07.569856Z,81.43,68.61,98.93,1514.81
MACHINE-001,201,90.0013376233572,Healthy,2025-10-21T11:33:07.569856Z,81.31,54.91,98.48,1523.99
MACHINE-001,202,89.94626987066356,Healthy,2025-10-21T11:33:07.569856Z,85.32,54.64,92.67,1587.38
MACHINE-001,203,89.89095228415675,Healthy,2025-10-21T11:33:07.569856Z,81.43,63.85,100.48,1491.25
MACHINE-001,204,89.8507343463637,Healthy,2025-10-21T11:33:07.569856Z,82.97,63.85,97.37,1422.73
MACHINE-001,205,89.79717951268951,Healthy,2025-10-21T11:33:07.569856Z,80.51,59.05,96.16,1518.96
MACHINE-001,206,89.74430914582231,Healthy,2025-10-21T11:33:07.569856Z,80.03,63.44,95.32,1503.15
MACHINE-001,207,89.70172520601463,Healthy,2025-10-21T11:33:07.569856Z,80.05,58.53,92.1,1371.94
MACHINE-001,208,89.64414401992248,Healthy,2025-10-21T11:33:07.569856Z,79.8,66.79,95.97,1481.17
MACHINE-001,209,89.59556802016414,Healthy,2025-10-21T11:33:07.569856Z,84.4,48.54,98.38,1438.35
MACHINE-001,210,89.54869615496568,Healthy,2025-10-21T11:33:07.569856Z,81.93,57.17,97.69,1545.87
MACHINE-001,211,89.49531000625085,Healthy,2025-10-21T11:33:07.569856Z,81.35,64.02,100.07,1441.1
MACHINE-001,212,89.44858820996771,Healthy,2025-10-21T11:33:07.569856Z,84.33,52.33,96.37,1472.93
MACHINE-001,213,89.40104706392776,Healthy,2025-10-21T11:33:07.569856Z,84.21,57.22,99.07,1495.57
MACHINE-001,214,89.34290860137135,Healthy,2025-10-21T11:33:07.569856Z,83.1,61.29,97.65,1426.58
MACHINE-001,215,89.28519538257184,Healthy,2025-10-21T11:33:07.569856Z,79.57,57.59,87.91,1442.2
MACHINE-001,216,89.24369895731571,Healthy,2025-10-21T11:33:07.569856Z,84.32,58.42,98.0,1427.64
MACHINE-001,217,89.18510754851415,Healthy,2025-10-21T11:33:07.569856Z,82.87,68.08,97.99,1507.36
MACHINE-001,218,89.13186595161947,Healthy,2025-10-21T11:33:07.569856Z,87.75,58.49,90.64,1464.89
MACHINE-001,219,89.07903896538026,Healthy,2025-10-21T11:33:07.569856Z,83.94,58.25,89.44,1487.08
MACHINE-001,220,89.03801909479203,Healthy,2025-10-21T11:33:07.569856Z,82.73,65.61,99.57,1493.46
MACHINE-001,221,88.99687029068805,Healthy,2025-10-21T11:33:07.569856Z,80.8,62.69,99.98,1539.62
MACHINE-001,222,88.94447970442364,Healthy,2025-10-21T11:33:07.569856Z,82.15,58.35,93.93,1427.69
MACHINE-001,223,88.8873633168922,Healthy,2025-10-21T11:33:07.569856Z,83.95,68.96,99.7,1484.39
MACHINE-001,224,88.82757507439759,Healthy,2025-10-21T11:33:07.569856Z,84.38,56.48,98.14,1379.94
MACHINE-001,225,88.77503197113299,Healthy,2025-10-21T11:33:07.569856Z,78.17,67.55,90.9,1524.85
MACHINE-001,226,88.71881573438668,Healthy,2025-10-21T11:33:07.569856Z,78.49,61.4,94.99,1512.52
MACHINE-001,227,88.66229924575424,Healthy,2025-10-21T11:33:07.569856Z,83.38,65.66,93.39,1439.45
MACHINE-001,228,88.61741821618317,Healthy,2025-10-21T11:33:07.569856Z,85.46,48.53,97.11,1574.27
MACHINE-001,229,88.55927377743437,Healthy,2025-10-21T11:33:07.569856Z,82.49,54.19,91.9,1431.16
MACHINE-001,230,88.5020614216455,Healthy,2025-10-21T11:33:07.569856Z,81.9,56.77,96.42,1436.71
MACHINE-001,231,88.45249499431779,Healthy,2025-10-21T11:33:07.569856Z,82.57,63.51,91.51,1388.77
MACHINE-001,232,88.40826618618966,Healthy,2025-10-21T11:33:07.569856Z,84.75,63.16,98.74,1337.82
MACHINE-001,233,88.35708719130797,Healthy,2025-10-21T11:33:07.569856Z,81.31,63.84,100.91,1452.3
MACHINE-001,234,88.3004436934473,Healthy,2025-10-21T11:33:07.569856Z,78.37,63.9,91.13,1416.41
MACHINE-001,235,88.25861125751503,Healthy,2025-10-21T11:33:07.569856Z,82.24,59.14,95.28,1586.17
MACHINE-001,236,88.21129116402977,Healthy,2025-10-21T11:33:07.569856Z,82.31,59.53,92.13,1491.91
MACHINE-001,237,88.16998364354873,Healthy,2025-10-21T11:33:07.569856Z,84.58,61.1,94.53,1463.06
MACHINE-001,238,88.12522878931104,Healthy,2025-10-21T11:33:07.569856Z,83.23,65.11,93.79,1468.32
MACHINE-001,239,88.06763576109864,Healthy,2025-10-21T11:33:07.569856Z,82.38,66.94,99.05,1493.37
